Echo A : BASELI~1.DTA   
Time Period: 0.04-20.48msec
   No.  A (mPa)  An (mPa)
  386   -0.0002   0.0137
  387    0.0014  -0.0024
  388    0.0050   0.0024
  389    0.0134   0.0089
  390    0.0158  -0.0019
  391    0.0144   0.0010
  392    0.0106   0.0065
  393    0.0067  -0.0043
  394   -0.0034  -0.0082
  395   -0.0211  -0.0010
  396   -0.0254   0.0043
  397   -0.0127   0.0158
  398   -0.0005   0.0221
  399    0.0022   0.0098
  400   -0.0089   0.0072
  401   -0.0185  -0.0010
  402   -0.0221  -0.0060
  403   -0.0180  -0.0026
  404   -0.0058   0.0101
  405   -0.0007   0.0221
  406    0.0007   0.0334
  407    0.0091   0.0264
  408    0.0144   0.0161
  409    0.0218   0.0101
  410    0.0211   0.0046
  411    0.0187  -0.0062
  412    0.0204  -0.0115
  413    0.0245   0.0067
  414    0.0226   0.0254
  415    0.0190   0.0247
  416    0.0074   0.0022
  417    0.0067  -0.0065
  418    0.0084   0.0026
  419    0.0074   0.0007
  420    0.0094   0.0132
  421    0.0072   0.0252
  422    0.0007   0.0125
  423   -0.0074  -0.0014
  424   -0.0149  -0.0118
  425   -0.0110  -0.0185
  426   -0.0086  -0.0125
  427   -0.0156   0.0034
  428   -0.0180   0.0060
  429   -0.0084   0.0149
  430    0.0043   0.0166
  431   -0.0007   0.0098
  432   -0.0122   0.0043
  433   -0.0144  -0.0089
  434   -0.0096  -0.0240
  435   -0.0156  -0.0288
  436   -0.0132  -0.0264
  437   -0.0067  -0.0146
  438   -0.0098  -0.0070
  439   -0.0029  -0.0026
  440    0.0034  -0.0062
  441    0.0058  -0.0062
  442    0.0166  -0.0022
  443    0.0197  -0.0072
  444    0.0151  -0.0149
  445    0.0058  -0.0134
  446   -0.0010  -0.0079
  447   -0.0012  -0.0221
  448   -0.0022  -0.0228
  449   -0.0077  -0.0026
  450   -0.0046   0.0058
  451    0.0041   0.0166
  452    0.0053   0.0206
  453   -0.0012   0.0060
  454   -0.0127   0.0010
  455   -0.0180   0.0041
  456   -0.0053   0.0019
  457    0.0077   0.0142
  458    0.0065   0.0202
  459   -0.0005   0.0043
  460   -0.0074  -0.0079
  461   -0.0024  -0.0065
  462    0.0026   0.0002
  463    0.0053  -0.0060
  464    0.0036  -0.0098
  465   -0.0014  -0.0134
  466   -0.0074  -0.0166
  467   -0.0077  -0.0115
  468   -0.0041  -0.0007
  469   -0.0002   0.0055
  470    0.0005   0.0106
  471    0.0012   0.0122
  472    0.0010   0.0067
  473    0.0038   0.0036
  474    0.0031   0.0043
  475    0.0019   0.0014
  476    0.0000  -0.0022
  477    0.0029  -0.0002
  478    0.0038   0.0026
  479    0.0034   0.0012
  480    0.0017   0.0005
  481    0.0014   0.0017
  482    0.0012   0.0000
  483    0.0022  -0.0007
  484    0.0024  -0.0002
  485    0.0012   0.0002
  486    0.0005  -0.0010
  487   -0.0005   0.0000
  488   -0.0007  -0.0002
  489   -0.0007  -0.0002
  490   -0.0002  -0.0002
  491    0.0000   0.0000
  492    0.0000   0.0002
  493    0.0000  -0.0002
  494   -0.0002  -0.0002
  495    0.0000  -0.0002
  496    0.0000   0.0000
  497    0.0000   0.0000
  498    0.0000   0.0000
  499    0.0000   0.0000
  500    0.0000   0.0000
  501    0.0000   0.0000
  502    0.0000   0.0000
  503    0.0000   0.0000
  504    0.0000   0.0000
  505    0.0000   0.0000
  506    0.0000   0.0000
  507    0.0000   0.0000
  508    0.0000   0.0000
  509    0.0000   0.0000
  510    0.0000   0.0000
  511    0.0000   0.0000
  512    0.0000   0.0000
