Echo A : BASELI~1.DTA   
Time Period: 0.04-20.48msec
   No.  A (mPa)  An (mPa)
  376   -0.0199   0.0310
  377   -0.0288   0.0245
  378   -0.0310   0.0055
  379   -0.0238   0.0065
  380   -0.0178   0.0139
  381   -0.0214   0.0026
  382   -0.0166  -0.0022
  383   -0.0132  -0.0098
  384   -0.0022  -0.0125
  385    0.0041   0.0019
  386   -0.0026   0.0142
  387   -0.0113   0.0228
  388   -0.0125   0.0254
  389   -0.0041   0.0072
  390   -0.0002  -0.0089
  391    0.0043  -0.0005
  392    0.0019  -0.0055
  393   -0.0043  -0.0070
  394   -0.0019  -0.0130
  395    0.0026  -0.0106
  396    0.0060  -0.0288
  397    0.0048  -0.0367
  398    0.0055  -0.0062
  399    0.0108   0.0132
  400    0.0132   0.0079
  401    0.0230  -0.0022
  402    0.0276  -0.0168
  403    0.0158  -0.0194
  404    0.0053  -0.0091
  405    0.0048  -0.0053
  406    0.0036  -0.0115
  407    0.0055  -0.0144
  408    0.0031  -0.0082
  409   -0.0043   0.0010
  410   -0.0137   0.0026
  411   -0.0110   0.0144
  412   -0.0036   0.0089
  413    0.0034  -0.0010
  414    0.0017   0.0070
  415   -0.0072   0.0216
  416   -0.0110   0.0247
  417   -0.0182   0.0154
  418   -0.0050   0.0158
  419    0.0127   0.0204
  420    0.0106   0.0163
  421    0.0077   0.0002
  422    0.0168  -0.0029
  423    0.0194   0.0060
  424    0.0166   0.0151
  425    0.0079   0.0084
  426   -0.0072  -0.0024
  427   -0.0271  -0.0067
  428   -0.0408  -0.0010
  429   -0.0338   0.0010
  430   -0.0158  -0.0055
  431   -0.0017  -0.0154
  432    0.0132  -0.0374
  433    0.0122  -0.0523
  434   -0.0074  -0.0338
  435   -0.0175  -0.0218
  436   -0.0137  -0.0288
  437   -0.0110  -0.0288
  438   -0.0144  -0.0214
  439   -0.0067  -0.0070
  440   -0.0034   0.0113
  441   -0.0185   0.0228
  442   -0.0154   0.0180
  443    0.0113   0.0038
  444    0.0127   0.0218
  445    0.0118   0.0334
  446    0.0209   0.0338
  447    0.0206   0.0307
  448    0.0209   0.0240
  449    0.0302   0.0240
  450    0.0317   0.0194
  451    0.0211   0.0034
  452    0.0180  -0.0079
  453    0.0161  -0.0010
  454    0.0110   0.0060
  455    0.0002  -0.0010
  456   -0.0060  -0.0098
  457   -0.0091  -0.0199
  458   -0.0089  -0.0247
  459   -0.0101  -0.0245
  460   -0.0144  -0.0132
  461   -0.0182  -0.0079
  462   -0.0223  -0.0043
  463   -0.0259   0.0041
  464   -0.0197   0.0019
  465   -0.0077   0.0050
  466    0.0036   0.0089
  467    0.0108  -0.0031
  468    0.0130  -0.0110
  469    0.0072  -0.0062
  470    0.0022  -0.0010
  471    0.0019   0.0002
  472   -0.0007   0.0041
  473   -0.0012   0.0086
  474   -0.0010   0.0125
  475   -0.0034   0.0103
  476   -0.0055   0.0048
  477   -0.0058  -0.0012
  478   -0.0002   0.0012
  479    0.0050   0.0019
  480    0.0043  -0.0022
  481    0.0002  -0.0019
  482   -0.0014   0.0002
  483   -0.0005   0.0010
  484    0.0007   0.0005
  485    0.0024  -0.0002
  486    0.0019  -0.0002
  487    0.0007  -0.0010
  488    0.0000  -0.0019
  489   -0.0005  -0.0010
  490   -0.0002  -0.0010
  491    0.0000  -0.0005
  492    0.0000   0.0000
  493    0.0000   0.0002
  494    0.0000   0.0002
  495    0.0000   0.0000
  496    0.0000   0.0000
  497    0.0000   0.0000
  498    0.0000   0.0000
  499    0.0000   0.0000
  500    0.0000   0.0000
  501    0.0000   0.0000
  502    0.0000   0.0000
  503    0.0000   0.0000
  504    0.0000   0.0000
  505    0.0000   0.0000
  506    0.0000   0.0000
  507    0.0000   0.0000
  508    0.0000   0.0000
  509    0.0000   0.0000
  510    0.0000   0.0000
  511    0.0000   0.0000
  512    0.0000   0.0000
