Echo A : BASELI~1.DTA   
Time Period: 0.04-20.48msec
   No.  A (mPa)  An (mPa)
  380   -0.0041   0.0050
  381   -0.0161  -0.0094
  382   -0.0125  -0.0031
  383    0.0089   0.0070
  384    0.0461   0.0031
  385    0.0874   0.0192
  386    0.0948   0.0166
  387    0.0216  -0.0026
  388   -0.0770  -0.0137
  389   -0.1039  -0.0238
  390   -0.0216  -0.0053
  391    0.0986   0.0216
  392    0.1111   0.0101
  393    0.0026   0.0002
  394   -0.1342   0.0053
  395   -0.1786   0.0065
  396   -0.0780   0.0060
  397    0.0662   0.0130
  398    0.1560   0.0156
  399    0.1382   0.0269
  400    0.0415   0.0139
  401   -0.0564  -0.0072
  402   -0.0739  -0.0170
  403    0.0019  -0.0086
  404    0.1054   0.0029
  405    0.1123   0.0295
  406    0.0038   0.0156
  407   -0.1375  -0.0158
  408   -0.1685  -0.0283
  409   -0.0530  -0.0348
  410    0.1152  -0.0235
  411    0.1733  -0.0130
  412    0.0742  -0.0029
  413   -0.0854   0.0139
  414   -0.1471   0.0324
  415   -0.0730   0.0214
  416    0.0427   0.0182
  417    0.0852   0.0158
  418    0.0302   0.0084
  419   -0.0758  -0.0072
  420   -0.1589  -0.0096
  421   -0.1514   0.0019
  422   -0.0763  -0.0026
  423   -0.0034  -0.0041
  424    0.0146  -0.0034
  425   -0.0199   0.0089
  426   -0.0528   0.0086
  427   -0.0079  -0.0002
  428    0.0835  -0.0245
  429    0.1601  -0.0329
  430    0.1882  -0.0247
  431    0.1625  -0.0014
  432    0.1301   0.0149
  433    0.1022   0.0173
  434    0.0710   0.0014
  435    0.0108  -0.0194
  436   -0.0334  -0.0264
  437   -0.0415  -0.0228
  438   -0.0238  -0.0050
  439   -0.0211   0.0094
  440   -0.0802  -0.0010
  441   -0.1608  -0.0166
  442   -0.1975  -0.0175
  443   -0.1574  -0.0084
  444   -0.0466   0.0055
  445    0.0391   0.0149
  446    0.0413   0.0199
  447   -0.0240   0.0187
  448   -0.0773   0.0101
  449   -0.0454  -0.0043
  450    0.0650  -0.0190
  451    0.1505  -0.0180
  452    0.1385  -0.0072
  453    0.0324  -0.0010
  454   -0.0830  -0.0046
  455   -0.1056  -0.0154
  456   -0.0254  -0.0254
  457    0.0840  -0.0115
  458    0.1327   0.0130
  459    0.0768   0.0182
  460   -0.0410   0.0130
  461   -0.1150   0.0048
  462   -0.0790   0.0067
  463    0.0266   0.0067
  464    0.1008   0.0142
  465    0.0768   0.0142
  466   -0.0149   0.0062
  467   -0.0792  -0.0019
  468   -0.0655   0.0002
  469    0.0038   0.0014
  470    0.0550   0.0019
  471    0.0415   0.0031
  472   -0.0108   0.0002
  473   -0.0497  -0.0050
  474   -0.0514  -0.0098
  475   -0.0180  -0.0130
  476    0.0199  -0.0091
  477    0.0372  -0.0014
  478    0.0276   0.0031
  479    0.0026   0.0070
  480   -0.0144   0.0070
  481   -0.0101   0.0038
  482    0.0077   0.0031
  483    0.0180   0.0017
  484    0.0122   0.0038
  485    0.0014   0.0031
  486   -0.0034   0.0014
  487   -0.0022   0.0005
  488   -0.0010   0.0000
  489   -0.0012   0.0002
  490   -0.0019   0.0005
  491   -0.0017  -0.0002
  492   -0.0010  -0.0005
  493   -0.0010  -0.0002
  494   -0.0010  -0.0002
  495   -0.0010  -0.0002
  496   -0.0005   0.0000
  497    0.0000   0.0000
  498    0.0000   0.0000
  499    0.0000   0.0000
  500    0.0000   0.0000
  501    0.0000   0.0000
  502    0.0000   0.0000
  503    0.0000   0.0000
  504    0.0000   0.0000
  505    0.0000   0.0000
  506    0.0000   0.0000
  507    0.0000   0.0000
  508    0.0000   0.0000
  509    0.0000   0.0000
  510    0.0000   0.0000
  511    0.0000   0.0000
  512    0.0000   0.0000
