Echo A : GURBAS~1.DTA   
Time Period: 0.04-20.48msec
   No.  A (mPa)  An (mPa)
  404    0.0655   0.0060
  405    0.0233   0.0298
  406   -0.0451   0.0314
  407   -0.1027   0.0158
  408   -0.1198   0.0137
  409   -0.1102   0.0305
  410   -0.0794   0.0490
  411   -0.0350   0.0530
  412    0.0055   0.0401
  413    0.0619   0.0096
  414    0.1080  -0.0014
  415    0.1094  -0.0180
  416    0.0662  -0.0194
  417    0.0216  -0.0019
  418   -0.0062  -0.0043
  419   -0.0079  -0.0252
  420   -0.0019  -0.0389
  421   -0.0192  -0.0497
  422   -0.0343  -0.0595
  423   -0.0257  -0.0494
  424   -0.0175  -0.0338
  425   -0.0089  -0.0240
  426   -0.0005  -0.0281
  427    0.0139  -0.0425
  428    0.0432  -0.0346
  429    0.0629  -0.0192
  430    0.0478   0.0074
  431    0.0185   0.0307
  432   -0.0151   0.0194
  433   -0.0305   0.0014
  434   -0.0142   0.0019
  435    0.0029   0.0125
  436   -0.0002   0.0230
  437    0.0065   0.0235
  438    0.0118   0.0252
  439    0.0101   0.0314
  440    0.0062   0.0314
  441   -0.0158   0.0250
  442   -0.0305   0.0089
  443   -0.0300  -0.0113
  444   -0.0403  -0.0293
  445   -0.0480  -0.0329
  446   -0.0408  -0.0233
  447   -0.0158  -0.0108
  448    0.0168  -0.0086
  449    0.0386  -0.0055
  450    0.0343  -0.0041
  451    0.0252  -0.0077
  452    0.0252   0.0029
  453    0.0271   0.0218
  454    0.0156   0.0226
  455   -0.0185   0.0199
  456   -0.0403   0.0209
  457   -0.0425   0.0130
  458   -0.0348   0.0046
  459   -0.0161   0.0014
  460    0.0065   0.0053
  461    0.0132   0.0019
  462    0.0240  -0.0014
  463    0.0437   0.0043
  464    0.0499   0.0019
  465    0.0394  -0.0010
  466    0.0209   0.0060
  467   -0.0014   0.0089
  468   -0.0096  -0.0053
  469   -0.0134  -0.0130
  470   -0.0168  -0.0127
  471   -0.0146  -0.0072
  472   -0.0089   0.0005
  473   -0.0053   0.0070
  474    0.0005   0.0022
  475    0.0022  -0.0019
  476    0.0002  -0.0058
  477   -0.0031  -0.0079
  478   -0.0046  -0.0079
  479   -0.0026  -0.0101
  480    0.0000  -0.0086
  481   -0.0007  -0.0072
  482    0.0002  -0.0079
  483    0.0026  -0.0043
  484    0.0043  -0.0014
  485    0.0029   0.0007
  486    0.0014   0.0038
  487    0.0014   0.0043
  488    0.0010   0.0024
  489    0.0005   0.0019
  490   -0.0002   0.0019
  491   -0.0010   0.0012
  492   -0.0017   0.0007
  493   -0.0014   0.0005
  494   -0.0007   0.0002
  495   -0.0002   0.0002
  496   -0.0002   0.0000
  497    0.0000   0.0002
  498    0.0000   0.0002
  499    0.0000   0.0002
  500    0.0000   0.0000
  501    0.0000   0.0000
  502    0.0000   0.0000
  503    0.0000   0.0000
  504    0.0000   0.0000
  505    0.0000   0.0000
  506    0.0000   0.0000
  507    0.0000   0.0000
  508    0.0000   0.0000
  509    0.0000   0.0000
  510    0.0000   0.0000
  511    0.0000   0.0000
  512    0.0000   0.0000
